[INFO ] [2022-12-12 14:54:26,265] Register - Step 01: Navigate to Register page
[INFO ] [2022-12-14 19:55:57,596] Register - Step 10: Enter to ConfirmPassword textbox with value is 123456
[INFO ] [2022-12-14 19:55:57,706] Register - Step 11: Click to Register button
[INFO ] [2022-12-14 19:55:58,478] Register - Step 12: Verify Register Success Message is displayed
[INFO ] [2022-12-14 19:55:58,664] Login - Step 01: Navigate to Login page
[INFO ] [2022-12-14 19:55:59,696] Login - Step 02: Enter to email textbox with value is khanhcuong9340@gmail.com
[INFO ] [2022-12-14 19:55:59,808] Login - Step 03: Enter to password textbox with value is 123456
[INFO ] [2022-12-14 19:55:59,919] Login - Step 04: Click to login button
[INFO ] [2022-12-14 19:56:00,503] Login - Step 05: Verify My Account Link is displayed
[INFO ] [2022-12-14 19:56:00,569]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-12-14 19:56:00,572] MyAccount - Step 01: Navigate to My Account Page
[INFO ] [2022-12-14 19:56:01,014] MyAccount - Step 02: Verify Customer Info page is displayed
[INFO ] [2022-12-14 19:56:01,071]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-12-14 19:56:01,071] MyAccount - Step 03: Verify First Name value is correct
[INFO ] [2022-12-14 19:56:01,132] MyAccount - Step 04: Verify Last Name value is correct
[INFO ] [2022-12-14 19:56:01,193] MyAccount - Step 05: Verify Email value is correct
[INFO ] [2022-12-14 19:56:01,257] OS name = windows 10
[INFO ] [2022-12-14 19:56:01,258] Driver instance name = chromedriver: chrome on windows (3464364adfa3795245f5c29f154b82fc)
[INFO ] [2022-12-14 19:56:52,752] Register - Step 01: Navigate to Register page
[INFO ] [2022-12-14 19:56:53,818] Register - Step 02: click to Radio button
[INFO ] [2022-12-14 19:56:53,894] Register - Step 03: Enter to Firstname textbox with value is Cuong Truong
[INFO ] [2022-12-14 19:56:54,010] Register - Step 04: Enter to Lastname textbox with value is Truong
[INFO ] [2022-12-14 19:56:54,120] Register - Step 05: Select DateOfBirthDay, DateOfBirthMonth, DateOfBirthYear
[INFO ] [2022-12-14 19:56:54,423] Register - Step 06: Enter to Email Adrress textbox with value is khanhcuong689@gmail.com
[INFO ] [2022-12-14 19:56:54,530] Register - Step 07: Click to Checkbox Newsletter
[INFO ] [2022-12-14 19:56:54,575] Register - Step 08: Enter to Company textbox with value is LG Electronics
[INFO ] [2022-12-14 19:56:54,682] Register - Step 09: Enter to Password textbox with value is 123456
[INFO ] [2022-12-14 19:56:54,791] Register - Step 10: Enter to ConfirmPassword textbox with value is 123456
[INFO ] [2022-12-14 19:56:54,906] Register - Step 11: Click to Register button
[INFO ] [2022-12-14 19:56:56,240] Register - Step 12: Verify Register Success Message is displayed
[INFO ] [2022-12-14 19:56:56,289]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-12-14 19:56:56,315] Login - Step 01: Navigate to Login page
[INFO ] [2022-12-14 19:56:57,363] Login - Step 02: Enter to email textbox with value is khanhcuong689@gmail.com
[INFO ] [2022-12-14 19:56:57,469] Login - Step 03: Enter to password textbox with value is 123456
[INFO ] [2022-12-14 19:56:57,576] Login - Step 04: Click to login button
[INFO ] [2022-12-14 19:56:58,233] Login - Step 05: Verify My Account Link is displayed
[INFO ] [2022-12-14 19:56:58,290]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-12-14 19:56:58,292] MyAccount - Step 01: Navigate to My Account Page
[INFO ] [2022-12-14 19:56:58,752] MyAccount - Step 02: Verify Customer Info page is displayed
[INFO ] [2022-12-14 19:56:58,809]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-12-14 19:56:58,809] MyAccount - Step 03: Verify First Name value is correct
[INFO ] [2022-12-14 19:56:58,869] MyAccount - Step 04: Verify Last Name value is correct
[INFO ] [2022-12-14 19:56:58,932] MyAccount - Step 05: Verify Email value is correct
[INFO ] [2022-12-14 19:56:58,995] OS name = windows 10
[INFO ] [2022-12-14 19:56:58,995] Driver instance name = chromedriver: chrome on windows (9345c4bb182db0087abf5b861da9bc4f)
[INFO ] [2022-12-14 19:57:09,549] OS name = windows 10
[INFO ] [2022-12-14 19:57:09,550] Driver instance name = chromedriver: chrome on windows (ddb1e2be2803eae473e8f14f983fbbf2)
[INFO ] [2022-12-14 19:58:50,148] OS name = windows 10
[INFO ] [2022-12-14 19:58:50,149] Driver instance name = chromedriver: chrome on windows (6f2bc9420c86b84735451c9632ff615a)
[INFO ] [2022-12-14 19:59:18,629] Register - Step 01: Navigate to Register page
[INFO ] [2022-12-14 20:15:24,414] OS name = windows 10
[INFO ] [2022-12-14 20:15:24,414] Driver instance name = chromedriver: chrome on windows (cc1101df14e9ec1c976382323dd6aacb)
[INFO ] [2022-12-14 20:21:57,832] OS name = windows 10
[INFO ] [2022-12-14 20:21:57,833] Driver instance name = chromedriver: chrome on windows (b94455b047a2d6e262a486894daf49cb)
[INFO ] [2022-12-14 20:24:06,631] Register - Step 01: Navigate to Register page
[INFO ] [2022-12-14 20:24:07,728] Register - Step 02: click to Radio button
[INFO ] [2022-12-14 20:24:07,810] Register - Step 03: Enter to Firstname textbox with value is Cuong Truong
[INFO ] [2022-12-14 20:24:07,923] Register - Step 04: Enter to Lastname textbox with value is Truong
[INFO ] [2022-12-14 20:24:08,035] Register - Step 05: Select DateOfBirthDay, DateOfBirthMonth, DateOfBirthYear
[INFO ] [2022-12-14 20:24:08,335] Register - Step 06: Enter to Email Adrress textbox with value is khanhcuong5488@gmail.com
[INFO ] [2022-12-14 20:24:08,449] Register - Step 07: Click to Checkbox Newsletter
[INFO ] [2022-12-14 20:24:08,506] Register - Step 08: Enter to Company textbox with value is LG Electronics
[INFO ] [2022-12-14 20:24:08,617] Register - Step 09: Enter to Password textbox with value is 123456
[INFO ] [2022-12-14 20:24:08,728] Register - Step 10: Enter to ConfirmPassword textbox with value is 123456
[INFO ] [2022-12-14 20:24:08,833] Register - Step 11: Click to Register button
[INFO ] [2022-12-14 20:24:09,643] Register - Step 12: Verify Register Success Message is displayed
[INFO ] [2022-12-14 20:24:09,693]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-12-14 20:24:09,722] Login - Step 01: Navigate to Login page
[INFO ] [2022-12-14 20:24:10,805] Login - Step 02: Enter to email textbox with value is khanhcuong5488@gmail.com
[INFO ] [2022-12-14 20:24:10,909] Login - Step 03: Enter to password textbox with value is 123456
[INFO ] [2022-12-14 20:24:11,019] Login - Step 04: Click to login button
[INFO ] [2022-12-14 20:24:11,665] Login - Step 05: Verify My Account Link is displayed
[INFO ] [2022-12-14 20:24:11,734]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-12-14 20:24:11,738] MyAccount - Step 01: Navigate to My Account Page
[INFO ] [2022-12-14 20:24:12,259] MyAccount - Step 02: Verify Customer Info page is displayed
[INFO ] [2022-12-14 20:24:12,313]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-12-14 20:24:12,313] MyAccount - Step 03: Verify First Name value is correct
[INFO ] [2022-12-14 20:24:12,374] MyAccount - Step 04: Verify Last Name value is correct
[INFO ] [2022-12-14 20:24:12,438] MyAccount - Step 05: Verify Email value is correct
[INFO ] [2022-12-14 20:24:12,505] OS name = windows 10
[INFO ] [2022-12-14 20:24:12,505] Driver instance name = chromedriver: chrome on windows (33adaf4f984988d8851da5aa0d462292)
[INFO ] [2022-12-14 20:51:02,541] Register - Step 01: Navigate to Register page
[INFO ] [2022-12-14 20:51:03,607] Register - Step 02: click to Radio button
[INFO ] [2022-12-14 20:51:03,685] Register - Step 03: Enter to Firstname textbox with value is Cuong Truong
[INFO ] [2022-12-14 20:51:03,796] Register - Step 04: Enter to Lastname textbox with value is Truong
[INFO ] [2022-12-14 20:51:03,906] Register - Step 05: Select DateOfBirthDay, DateOfBirthMonth, DateOfBirthYear
[INFO ] [2022-12-14 20:51:04,208] Register - Step 06: Enter to Email Adrress textbox with value is khanhcuong455@gmail.com
[INFO ] [2022-12-14 20:51:04,316] Register - Step 07: Click to Checkbox Newsletter
[INFO ] [2022-12-14 20:51:04,360] Register - Step 08: Enter to Company textbox with value is LG Electronics
[INFO ] [2022-12-14 20:51:04,476] Register - Step 09: Enter to Password textbox with value is 123456
[INFO ] [2022-12-14 20:51:04,561] Register - Step 10: Enter to ConfirmPassword textbox with value is 123456
[INFO ] [2022-12-14 20:51:04,675] Register - Step 11: Click to Register button
[INFO ] [2022-12-14 20:51:05,478] Register - Step 12: Verify Register Success Message is displayed
[INFO ] [2022-12-14 20:51:05,536]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-12-14 20:51:05,565] Login - Step 01: Navigate to Login page
[INFO ] [2022-12-14 20:51:06,658] Login - Step 02: Enter to email textbox with value is khanhcuong455@gmail.com
[INFO ] [2022-12-14 20:51:06,774] Login - Step 03: Enter to password textbox with value is 123456
[INFO ] [2022-12-14 20:51:06,880] Login - Step 04: Click to login button
[INFO ] [2022-12-14 20:51:07,493] Login - Step 05: Verify My Account Link is displayed
[INFO ] [2022-12-14 20:51:07,570]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-12-14 20:51:07,573] MyAccount - Step 01: Navigate to My Account Page
[INFO ] [2022-12-14 20:51:08,092] MyAccount - Step 02: Verify Customer Info page is displayed
[INFO ] [2022-12-14 20:51:08,161]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-12-14 20:51:08,162] MyAccount - Step 03: Verify First Name value is correct
[INFO ] [2022-12-14 20:51:08,222] MyAccount - Step 04: Verify Last Name value is correct
[INFO ] [2022-12-14 20:51:08,284] MyAccount - Step 05: Verify Email value is correct
[INFO ] [2022-12-14 20:51:08,348] OS name = windows 10
[INFO ] [2022-12-14 20:51:08,349] Driver instance name = chromedriver: chrome on windows (45a10e9d385bc61d1e5954850c808b75)
